,id,이름,로스터리ID,커피 소개,타입,로스팅 포인트,지속가능성,컵 노트,바디감,신맛,단맛,쓴맛,카페인,나라,식품의 유형,제조원 및 소재지,유통기한,제조일자,내용량,보관 방법,원재료 및 함량,제품문의 관련 주소 및 전화번호
153,4600,디카페인 엘살바도르,78,"엘살바도르 디카페인의 경우 미디움다크 로스팅으로 초코렛,피넛,허브,메이플시럽 등의 맛을 구현하였습니다. 엘살바도르만의 특별한맛과 커피 본연의 고소함에 충실한 원두입니다.",디카페인,미디엄다크,공정무역,,3,2,3,2,0,아타코,커피,경기 고양시 일산동구 일산로372번길 30-5 1층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,조바티커피 070-4203-6900
154,1108,하늘에 시그니처 블랜딩,106,"케냐 AA를 베이스로 에티오피아 모모라 내추럴을 더하였습니다. 오렌지의 산미와 카라멜의 단맛, 은은하게 퍼지는 꽃향의 여운을 느끼실 수 있습니다.",블렌드,라이트미디엄,,"['오렌지', ' 카라멜', ' 쥬시']",2,4,4,1,1,"케냐, 에티오피아",커피원두,"제주시 애월읍 고내3길 14(애월공장), 서울시 마포구 월드컵북로 42다길 14(상암공장)",제조일로부터 1년,전면 별도 표기,200g / 1kg,"개봉 후 서늘한 곳에 밀폐하여 보관하시고, 되도록 공기와의 접촉을 피해야합니다.",커피원두 100%,코케 고객센터 070-4647-1868
155,1066,나폴리,41,볶은 아몬드의 고소함과 신선한 과일의 산미가 느껴져요.,블렌드,미디엄,,"['아몬드', ' 카라멜', ' 애플', ' 자스민']",4,4,5,2,1,"에티오피아, 브라질, 콜롬비아",커피,경상북도 경산시 와촌면 갓바위로 67-2(와촌면) (우:38400),제조일로부터 1년,주문일로부터 7일이내,200g / 1kg,직사광선을 피하고 밀봉하여 실온보관,"커피원두 100%(브라질 40%, 콜롬비아 40%, 에티오피아 20%)",코케 고객센터 070-4647-1868
156,3643,에티오피아 시다모 문타샤,91,에티오피아 시다모 물루게타 문탸샤 네츄럴 원두로 새콤 달콤한 과일의 단맛을 느끼실 수 있는 COE 1 위 농장의 원두 입니다. 미디움 라이트 로스팅 된 곰네의 베스트 싱글 원두를 즐겨 보세요.,싱글오리진,라이트미디엄,,,3,3,5,1,1,시다모,커피,서울특별시 용산구 갈월동 5-67,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,커피볶는곰 0262422113
157,124,콜롬비아 디카페인,1,비정제 설탕의 단맛과 토스트 맛이 나요. 카카오의 고소한 향미가 느껴집니다.,디카페인,다크,,"['초콜릿', ' 건자두', ' 흙설탕']",3,1,4,3,0,후일라ㅣ,볶은 커피,"(주)502커피로스터스, 서울 금천구 가산디지털1로 159-20",제조일로부터 1년,별도표기,200g / 1kg,서늘한 곳에 밀폐보관,커피원두 100% (콜롬비아100%),코케 고객센터 070-4647-1868
158,3157,302 블렌드,76,"중강배전으로 로스팅 되어, 누구나 편하게 즐길수 있게 밸런스에 초점을 맞추고, 후미를 풍부하게 느낄수 있습니다. 초콜렛, 바닐라, 견과류 느낌의 맛과 향의 블렌드 입니다.",블렌드,미디엄다크,유기농,,4,3,5,2,1,"에티오피아,    니카라과",커피,경기도 하남시 덕풍북로6번길 122 전체,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,코케 고객센터 070-4647-1868
159,168,블렌드 A,26,"짙은 단맛과, 쌉싸름한 초콜릿 같은 느낌의 원두 입니다. 단맛과 고소함이 주를 이루며, 대중적인 원두 입니다.",블렌드,미디엄다크,,"['밀크 초콜릿', ' 견과류', ' 깔끔한 바디']",4,2,4,3,1,"브라질, 에티오피아, 인도",커피,"리버벨, 서울시 관악구 남현 2길 18 1층",제조일부터 1년 이내,별도 표기,150g / 1kg,상온 보관,원두커피 100%,코케 고객센터 070-4647-1868
160,3838,시그니처블렌드 A,23,[Signature Espresso][중강배전++]  누구나 맛있게 먹을 수 있는 커피를 고민하다 만든 블렌딩 입니다. 고소함과 구수함이 주는 플레이버는 우리가 흔히 알고있는 그 맛입니다.  그렇지만 향이 너무 깊고 묵직한 바디감이 이 커피를 특별하게 만들어줍니다.,블렌드,미디엄다크,,,5,1,5,1,1,"콜롬비아, 브라질, 인도",커피,로컬커피로스터스. 경기도 김포시 양촌읍 불당로 92-10,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,로컬커피 로스터스 01025550698
161,133,고소한쌀밥 블렌딩,68,"고소한 쌀밥은 우리가 매일 먹는 하얀 쌀밥을 모티브로 제작되었습니다. 어떤 음식과도 잘 어울리는 쌀밥처럼 다양한 디저트와 잘 어울리는 커피. 씹을수록 단맛이 올라오는 쌀밥처럼 고소한 향과 맛에 달콤함이 은은하게 표현되는 커피. 브라질 특유의 고소한 맛, 강배전한 워시드의 씁쓸한 맛, 약간의 신맛과 깔끔하게 떨어지는 뒷맛 모든 맛들이 어느 것 하나 튀지않고 벨런스 있게 잘 잡혀있으며 추출에 따라 맛의 변화도 다양한 편으로 취향에 따른 레시피를 만들 수 있는 재미있는 커피입니다. 누구와 마셔도, 어떤 상황에서 마셔도 호불호 없이 스며드는 대중성이라는 원더월의 가치를 가장 잘 표현하는 커피입니다.",블렌드,미디엄다크,,"['쌀밥', ' 땅콩', ' 아몬드', ' 설탕', ' 초콜렛']",3,1,4,2,1,"브라질, 엘살바도르",원두,"원더월 커피로스터스, 서울시 동대문구 답십리로 80 1층",제조일로 2개월,제품 표시,1kg,실온 보관,아라비카 생두 100%,코케 고객센터 070-4647-1868
162,4698,모카 블렌딩,40,"약간의 쌉쌀함으로 깔끔한 카페모카를 먹는듯한 초콜릿 향미  #초콜릿, #약간쌉쌀, #고소함, #달콤",블렌드,미디엄다크,,,4,1,3,2,1,"브라질, 콜롬비아, 과테말라",커피,서가로스터리 (충남 논산시 연산면 황룡재로 65 2층 서가로스터리 1사무실),제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,서가로스터리 01063083067
163,4310,기디 블렌드,72,[기디 블렌드] 다채로움에 들뜨다 복합적인 산미와 깔금함 레몬캔디의 단맛 기분 좋게 이어지는 꽃내음 누구나 쉽게 누구나 편하게 즐길 수 있는 커피의 산미가 있는 ver. 입니다. 부담스러운 산미보다 은은하게 편하게 즐길 수 있는 기디 블렌드,블렌드,라이트미디엄,,,2,4,4,1,1,"과테말라, 에티오피아, 콜롬비아",커피,경기도 수원시 장안구 금당로90번길 38 이수팩토리,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,이수팩토리 01086348481
164,3738,콜롬비아 라 레오나 만다린,63,"오렌지필, 만다린의 향과 시럽같은 단맛, 차(Tea)같은 바디감의 커피입니다.",싱글오리진,라이트미디엄,,,3,4,4,1,1,아메니아 퀸디오,커피,경기도 파주시 조리읍 고봉로 929 2층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,오프사이트 0507-1399-2781
165,249,알렉세이션,53,"은은한 향미와 최대한의 단맛이 끌어올려진 에티오피아 원두와 아몬드계열의 고소함,묵직한 바디,깨끗함을 느낄수 있는 과테말라 원두가 조화롭게 섞인 균형감 있는 커피입니다.",블렌드,미디엄,,,3,3,4,1,1,"에티오피아, 과테말라",커피원두,"알렉스 더 커피, 경기도 용인시 처인구 백암면 백원로 472",제조일로부터 1년,제조일 별도 표기(제품 뒷면),200g,직사광선을 피하고 밀봉하여 건조하고 서늘한 곳에 보관,커피원두 100%,코케 고객센터 070-4647-1868
166,3153,밀밭,62,"시트러스 과일의 맛과 말린 대추의 달달함, 부드럽고 크리미한 질감. 깔끔한 뒷맛의 여운을 남게 합니다.",블렌드,라이트미디엄,공정무역,,4,4,4,3,1,"운남, 에티오피아, 콜롬비아, 케냐",커피,"경기도 부천시 양지로92번길9-3, 106호",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,"오이르로스터스 경기도 부천시 양지로92번길9-3, 106호"
167,3232,과테말라 파노라마,4,달콤하고 고소한 견과류의 맛과 향,싱글오리진,미디엄다크,,,3,1,4,2,1,,커피,서울시 관악구 은천로 39,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,UFO 커피로스터스 010-4240-8455
168,3602,에티오피아 예가체프 게이샤 G1 내추럴,85,"첫 한모금에 상큼한 포도의 기분좋은 산미와 함께 화이트와인과 같은 깔끔한 느낌에 마지막 입안 가득 남는 꽃향기로 여운 짙은 커피로, 마치 봄날 만개한 벚꽃이 생각나는 기분좋은 산미의 커피입니다. 에티오피아 아리차 농장에서 생산되는 커피 중 가장 품질이 우수한 커피를 선별하여 정말 말 그대로 에티오피아스럽고 산미를 즐기시는 고객들을 위해 세팅하기 좋은 커피입니다.",싱글오리진,라이트,,,3,4,4,2,1,예가체프,커피,"서울시 강서구 공항대로 164, 411",제조일로부터 1년,주문 확인 후 제조,500g / 1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,커스프 커피 010-3267-0430
169,3461,BAGUS 블렌딩,77,"곡물류의 고소함, 카라멜의 단맛과 느껴지는 다크 초콜렛의 긴 여운",블렌드,미디엄다크,유기농,,5,2,3,4,1,"브라질, 콜롬비아, 베트남",커피,경기 고양시 일산동구 장대길 75-53 나동 1층 JMD Coffee Factory,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,제이엠디커피팩토리 010-9903-8794
170,4818,뛰뛰빵빵,64,올디스트커피를 대표하는 블렌드로써 볶은 아몬드의 풍미와 잘익은 곡물에서 느낄 수 있는 단맛이 매력적이며 밸런스가 잘 잡혀 있는 커피 입니다.,블렌드,미디엄,,,3,2,5,2,1,"브라질, 에티오피아",커피,경기 군포시 경수대로 455 한솔테크노타운 7층 705-1호 올디스트커피트롤리 / 경기 군포시 고산로539번길 7-6 묘향롯데아파트상가 104호 올디스트커피,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,올디스트커피 경기 군포시 고산로539번길 7-6 묘향롯데아파트상가 104호 올디스트커피
171,4312,볼드 블렌드,72,[볼드 블렌드] 뚜렷하고 선명하게 카카오닢스의 묵직함 견과류의 고소함 흑맥주의 은은한 향미 단순하게 묵직하고 고소한 커피가 아닌 다채로운 향미와 바디감으로 산미없는 커피를 표현해본 블렌딩입니다.,블렌드,미디엄다크,,,4,2,4,3,1,"인도, 인도, 온두라스, 케냐",커피,경기도 수원시 장안구 금당로90번길 38 이수팩토리,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,이수팩토리 01086348481
172,1092,인도 마이소르 너겟 엑스트라 볼드,33,"오일이 보일정도의 다크 로스팅입니다. 다크 초콜릿, 갈색설탕의 단맛이 좋으며, 볶은 견과류와 바디감이 풍부한 커피입니다.",싱글오리진,다크,,,5,1,5,4,1,치크마갈로루,커피,"베러로스팅랩, 서울시 성동구 왕십리로6길 18-1, 1층",제조일로부터 2개월,주문시 로스팅,200g,후면에 표기,커피원두 100%(인도100%),코케 고객센터 070-4647-1868
173,3193,버터 슬럽 블렌드,47,버터리한 풍미가 입안에 꽉차는 호불호 없는 갓성비 블랜드,블렌드,미디엄다크,,,4,1,4,2,1,"브라질, 과테말라, 인도",커피,광주광역시 동구 준법로 14 1층 슬러핀커피로스터스,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,슬러핀 커피 010-2031-5959
174,193,마리모,48,"식물학 커피의 써드 블렌드인 마리모는 다크초콜릿의 단맛과 쌉살한맛, 스모키함이 특징입니다. 단맛과 쌉쌀한 맛이 조화롭게 어우러져 누구나 편하게 마실 수 있습니다.  식물학 커피 로스터스에서 가장 많은 곳에 납품을 하고 있는 블렌드입니다. 그 만큼 많은 분들이 좋아하고, 대중적인 커피입니다.",블렌드,다크,,"['다크 초콜릿', ' 블랙 슈가']",4,1,4,3,1,"브라질, 인도",커피원두,"식물학커피로스터스, 서울특별시 용산구 서빙고로67길 21 2층",제조일로부터 1년,제조일 별도 표기(제품 뒷면),250g / 1kg,직사광선을 피하고 밀봉하여 건조하고 서늘한 곳에 보관,커피원두 100%,코케 고객센터 070-4647-1868
175,1046,인디언 헤드,102,다크 초콜릿처럼 깊은 풍미와 단맛이 진하게 감싸는 한국형 클래식 에스프레소,블렌드,다크,,"['다크 초콜릿', ' 월넛', ' 브라운 슈거', ' 스윗니스']",4,1,4,3,1,"콜롬비아, 브라질, 베트남",커피,"경기도 성남시 중원구 사기막골로 124, skn테크노파크 메가센터 1411호, (주)프레이저커피",제조일로부터 1년,주문시 로스팅,200g / 1kg,실온보관,"커피원두 100%(브라질 50%, 콜롬비아 30%, 베트남 20%)",코케 고객센터 070-4647-1868
176,4524,콜롬비아 파라이소92 핑크버본,49,선명한 패션후르츠와 꽃향기를 복합적으로 느낄 수 있는 이중 무산소가공된 스페셜티 커피입니다.,싱글오리진,라이트,,,1,3,4,1,1,"피엔다,  카우카",커피,서울시 동작구 솔밭로 97-6,제조일로부터 1년,주문 확인 후 제조,200g,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,싸인포스트커피 010-4879-1791
177,3914,조바티 디카페인 블렌드,78,"조바티 디카페인 블렌드는 조바티커피의 심혈을 기울인 디카페인 블렌드로, 풍부한 바디감과 상쾌함을 발현하여 조바티만의 디카페인을 만들었습니다. 스페셜티 느낌의 깊은맛을 느낄수 있습니다.",디카페인,미디엄다크,직접무역,,3,3,3,2,0,상파울루,커피,"경기도 고양시 일산동구 일산로 372번길 30-5, 1층",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,조바티커피 070-4203-6900
178,4776,브라질 리마오호사,0,맛있는 캐슈넛 / 구운 땅콩과 같은 특징을 가지고 있고 은은한 귤의 산미가 느껴지는 커피입니다.,싱글오리진,라이트,,,3,2,3,1,1,미나스 제라이스,커피,경기 성남시 분당구 문정로144번길 4,제조일로부터 1년,주문 확인 후 제조,200g / 500g,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,180커피로스터스 010-4510-8597
